dispatching_base_number,date,active_vehicles,trips,trip_date,day_of_week,day_name,is_weekend,month,base_encoded,trips_lag_1,trips_lag_7,trips_lag_14,roll_mean_7,roll_std_7,roll_mean_14,roll_std_14,trips_per_vehicle,predicted_trips,predicted_trips_per_vehicle
B02617,2/12/2015,1532,14263,2015-02-12,3,Thursday,0,2,2,12749.0,14499.0,12600.0,12806.42857142857,1796.6882364638552,13078.0,1582.0229503343626,9.310052219321149,14264.018,9.310716434807441
B02617,2/13/2015,1590,16996,2015-02-13,4,Friday,0,2,2,14263.0,15417.0,14793.0,12772.714285714286,1761.5039705022575,13196.785714285714,1605.6284740572223,10.68930817610063,16995.83,10.689201306996855
B02617,2/14/2015,1486,16999,2015-02-14,5,Saturday,1,2,2,16996.0,13688.0,15756.0,12998.285714285714,2202.4643556923274,13354.142857142857,1861.6375693352531,11.43943472409152,16996.678,11.4378719612214
B02617,2/15/2015,1293,14662,2015-02-15,6,Sunday,1,2,2,16999.0,11004.0,13458.0,13471.285714285714,2679.2101270266,13442.92857142857,2008.8215628643088,11.33952049497293,14663.403,11.340605816173627
B02617,2/16/2015,1214,11824,2015-02-16,0,Monday,0,2,2,14662.0,10887.0,12216.0,13993.857142857143,2466.027063150456,13528.92857142857,2035.1166462235765,9.739703459637562,11823.673,9.739433979870263
B02617,2/17/2015,1378,12524,2015-02-17,1,Tuesday,0,2,2,11824.0,11401.0,12665.0,14127.714285714286,2288.30473744835,13500.92857142857,2057.147407465977,9.088534107402031,12523.288,9.088017478909652
B02617,2/18/2015,1394,12016,2015-02-18,2,Wednesday,0,2,2,12524.0,12749.0,11959.0,14288.142857142857,2096.616276175447,13490.857142857143,2061.894455895544,8.619799139167862,12018.963,8.621924598726686
B02617,2/19/2015,1452,14750,2015-02-19,3,Thursday,0,2,2,12016.0,14263.0,14499.0,14183.42857142857,2201.958057210508,13494.92857142857,2058.690751397631,10.158402203856747,14563.431,10.029910925662879
B02617,2/20/2015,1574,16856,2015-02-20,4,Friday,0,2,2,14750.0,16996.0,15417.0,14253.0,2212.5590764240974,13512.857142857143,2069.173817182674,10.709021601016518,16247.885,10.322671388580051
B02617,2/21/2015,1443,16098,2015-02-21,5,Saturday,1,2,2,16856.0,16999.0,13688.0,14233.0,2184.081271381628,13615.642857142857,2202.484247988484,11.155925155925155,15684.337,10.869256350701663
B02617,2/22/2015,1248,10696,2015-02-22,6,Sunday,1,2,2,16098.0,14662.0,11004.0,14104.285714285714,2013.817412634164,13787.785714285714,2300.5714400012635,8.570512820512821,11152.436,8.936246431790865
B02617,2/23/2015,1332,11720,2015-02-23,0,Monday,0,2,2,10696.0,11824.0,10887.0,13537.714285714286,2359.064342367234,13765.785714285714,2330.5178750514024,8.7987987987988,11787.424,8.849417288382131
B02617,2/24/2015,1456,13719,2015-02-24,1,Tuesday,0,2,2,11720.0,12524.0,11401.0,13522.857142857143,2371.948244838082,13825.285714285714,2260.9620970718734,9.42239010989011,13066.967,8.97456510774382
B02617,2/25/2015,1473,12811,2015-02-25,2,Wednesday,0,2,2,13719.0,12016.0,12749.0,13693.57142857143,2330.721766402188,13990.857142857143,2152.023836626034,8.697216564833672,12521.089,8.500399774058044
B02617,2/26/2015,1539,14461,2015-02-26,3,Thursday,0,2,2,12811.0,14750.0,14263.0,13807.142857142857,2253.441104072568,13995.285714285714,2149.33379404917,9.396361273554255,14362.449,9.33232567820013
B02617,2/27/2015,1551,14677,2015-02-27,4,Friday,0,2,2,14461.0,16856.0,16996.0,13765.857142857143,2235.866679729316,14009.42857142857,2151.8808129092736,9.462927143778208,15044.279,9.699728753626692
B02617,2/28/2015,1372,14022,2015-02-28,5,Saturday,1,2,2,14677.0,16098.0,16999.0,13454.57142857143,1852.813433416219,13843.785714285714,1987.2594263136775,10.2201166180758,14759.946,10.75797834479774
B02682,1/8/2015,1135,10416,2015-01-08,3,Thursday,0,1,3,9078.0,7679.0,,7056.714285714285,1361.837693986293,,,9.177092511013216,10412.768,9.17424456222467
B02682,1/9/2015,1140,10477,2015-01-09,4,Friday,0,1,3,10416.0,5506.0,,7447.714285714285,1868.8234011703469,,,9.190350877192982,10478.959,9.192069284539473
B02682,1/10/2015,1057,11629,2015-01-10,5,Saturday,1,1,3,10477.0,8010.0,,8157.857142857143,1950.692306897855,,,11.001892147587512,11630.63,11.00343413700331
B02682,1/11/2015,943,8461,2015-01-11,6,Sunday,1,1,3,11629.0,5621.0,,8674.857142857143,2344.7512610489143,,,8.972428419936373,8461.2,8.972640716132025
B02682,1/12/2015,1082,9107,2015-01-12,0,Monday,0,1,3,8461.0,6012.0,,9080.57142857143,1938.840448751336,,,8.416820702402957,9102.035,8.412232122227357
B02682,1/13/2015,1092,9629,2015-01-13,1,Tuesday,0,1,3,9107.0,7491.0,,9522.714285714286,1400.63970078981,,,8.817765567765568,9628.509,8.817315740899724
B02682,1/14/2015,1174,9762,2015-01-14,2,Wednesday,0,1,3,9629.0,9078.0,,9828.142857142857,1080.214242418515,,,8.315161839863714,9766.473,8.318971598168654
B02682,1/15/2015,1208,10391,2015-01-15,3,Thursday,0,1,3,9762.0,10416.0,7679.0,9925.857142857143,1030.8573177330634,8491.285714285714,1887.520654133411,8.60182119205298,10392.689,8.603219745964404
B02682,1/16/2015,1250,11280,2015-01-16,4,Friday,0,1,3,10391.0,10477.0,5506.0,9922.285714285714,1028.9176698981155,8685.0,1936.279104166228,9.024,11277.86,9.02228828125
B02682,1/17/2015,1137,11382,2015-01-17,5,Saturday,1,1,3,11280.0,11629.0,8010.0,10037.0,1139.853353140948,9097.42857142857,1818.4084213435624,10.010554089709762,11381.475,10.010092004727353
B02682,1/18/2015,1056,11161,2015-01-18,6,Sunday,1,1,3,11382.0,8461.0,5621.0,10001.714285714286,1084.8532487984576,9338.285714285714,1885.37926927475,10.569128787878787,11162.994,10.571017178622158
B02682,1/19/2015,883,7028,2015-01-19,0,Monday,0,1,3,11161.0,9107.0,6012.0,10387.42857142857,911.971647428955,9734.0,1605.814722524652,7.959229898074745,7025.528,7.956430160850792
B02682,1/20/2015,1151,8496,2015-01-20,1,Tuesday,0,1,3,7028.0,9629.0,7491.0,10090.42857142857,1528.5588918043954,9806.57142857143,1438.9566580464698,7.3814074717636835,8487.967,7.374428146720243
B02682,1/21/2015,1228,9472,2015-01-21,2,Wednesday,0,1,3,8496.0,9762.0,9078.0,9928.57142857143,1641.384360546796,9878.357142857143,1335.9333589518756,7.713355048859935,9480.293,7.720108280741043
B02682,1/22/2015,1295,10699,2015-01-22,3,Thursday,0,1,3,9472.0,10391.0,10416.0,9887.142857142857,1649.9269103580937,9906.5,1321.8518333121797,8.261776061776061,10694.131,8.258016107625483
B02682,1/23/2015,1330,11767,2015-01-23,4,Friday,0,1,3,10699.0,11280.0,10477.0,9931.142857142857,1669.592807500421,9926.714285714286,1332.3647241809429,8.847368421052632,11767.437,8.847696634163533
B02682,1/24/2015,1223,13355,2015-01-24,5,Saturday,1,1,3,11767.0,11382.0,11629.0,10000.714285714286,1743.6702396846429,10018.857142857143,1415.3694194119769,10.919869174161898,13358.041,10.922355695523303
B02682,1/25/2015,1046,9303,2015-01-25,6,Sunday,1,1,3,13355.0,11161.0,8461.0,10282.57142857143,2122.4786498449434,10142.142857142857,1625.9202297181116,8.893881453154876,9302.784,8.893675123984226
B02682,1/26/2015,1084,7565,2015-01-26,0,Monday,0,1,3,9303.0,7028.0,9107.0,10017.142857142857,2110.460094274186,10202.285714285714,1573.6849175677526,6.978782287822878,7564.0215,6.977879598131919
B02682,1/27/2015,600,4414,2015-01-27,1,Tuesday,0,1,3,7565.0,8496.0,9629.0,10093.857142857143,1990.0203037968745,10092.142857142857,1704.7463089920393,7.356666666666666,4418.6865,7.3644775390625
B02682,1/28/2015,1235,10025,2015-01-28,2,Wednesday,0,1,3,4414.0,9472.0,9762.0,9510.714285714286,2917.9994696301605,9719.642857142857,2284.804270598481,8.117408906882591,10026.05,8.118258951163968
B02682,1/29/2015,1316,11485,2015-01-29,3,Thursday,0,1,3,10025.0,10699.0,10391.0,9589.714285714286,2924.255729485464,9738.42857142857,2286.2600536612263,8.727203647416413,11486.678,8.72847852156155
B02682,1/30/2015,1384,13852,2015-01-30,4,Friday,0,1,3,11485.0,11767.0,11280.0,9702.0,2988.3374976732453,9816.57142857143,2328.584572200484,10.008670520231211,13854.089,10.01017981733201
B02682,1/31/2015,1321,15388,2015-01-31,5,Saturday,1,1,3,13852.0,13355.0,11382.0,9999.857142857143,3314.5690734780496,10000.285714285714,2544.383359739386,11.64875094625284,15383.354,11.645233547028766
B02682,2/1/2015,1214,12436,2015-02-01,6,Sunday,1,2,3,15388.0,9303.0,11161.0,10290.285714285714,3721.623020237528,10286.42857142857,2910.624694097491,10.243822075782536,12431.031,10.239729200988467
B02682,2/2/2015,1152,11981,2015-02-02,0,Monday,0,2,3,12436.0,7565.0,7028.0,10737.857142857143,3771.162129837937,10377.5,2959.6288163837767,10.40017361111111,11982.18,10.401197645399305
B02682,2/3/2015,1269,11955,2015-02-03,1,Tuesday,0,2,3,11981.0,4414.0,8496.0,11368.714285714286,3512.418431521968,10731.285714285714,2821.238092332226,9.42080378250591,11957.9,9.42308935431442
B02682,2/4/2015,1311,11309,2015-02-04,2,Wednesday,0,2,3,11955.0,10025.0,9472.0,12446.0,1725.995751250085,10978.357142857143,2761.2476446246296,8.626239511823035,11310.363,8.627279390732266
B02682,2/5/2015,1418,13782,2015-02-05,3,Thursday,0,2,3,11309.0,11485.0,10699.0,12629.42857142857,1475.938894076456,11109.57142857143,2727.6014178221685,9.71932299012694,13782.263,9.719508247752115
B02682,2/6/2015,1414,14375,2015-02-06,4,Friday,0,2,3,13782.0,13852.0,11767.0,12957.57142857143,1433.8371429074386,11329.785714285714,2814.958783099579,10.166195190947668,14376.686,10.167387232584865
B02682,2/7/2015,1300,13450,2015-02-07,5,Saturday,1,2,3,14375.0,15388.0,13355.0,13032.285714285714,1500.2977164867154,11516.07142857143,2930.059712289569,10.346153846153848,13454.32,10.349477163461538
B02682,2/8/2015,1136,10356,2015-02-08,6,Sunday,1,2,3,13450.0,12436.0,9303.0,12755.42857142857,1125.011534332411,11522.857142857143,2934.752324948601,9.116197183098592,10354.953,9.115275638204226
B02682,2/9/2015,1241,10209,2015-02-09,0,Monday,0,2,3,10356.0,11981.0,7565.0,12458.285714285714,1450.9233513278996,11598.07142857143,2886.581887718675,8.226430298146656,10208.802,8.226270554240532
B02682,2/10/2015,1281,10536,2015-02-10,1,Tuesday,0,2,3,10209.0,11955.0,4414.0,12205.142857142857,1683.9431333006726,11786.92857142857,2681.634560782366,8.224824355971897,10535.032,8.224068873194769
B02682,2/11/2015,1396,12189,2015-02-11,2,Wednesday,0,2,3,10536.0,11309.0,10025.0,12002.42857142857,1800.453725883459,12224.214285714286,1709.9890768239309,8.73137535816619,12186.455,8.729552348227077
B02682,2/12/2015,1468,13786,2015-02-12,3,Thursday,0,2,3,12189.0,13782.0,11485.0,12128.142857142857,1774.501754349791,12378.785714285714,1589.4609235437483,9.39100817438692,13787.147,9.391789823526908
B02682,2/13/2015,1523,16088,2015-02-13,4,Friday,0,2,3,13786.0,14375.0,13852.0,12128.714285714286,1775.123630838685,12543.142857142857,1608.7795592714651,10.563361785948786,16087.582,10.563087348161524
B02682,2/14/2015,1428,16448,2015-02-14,5,Saturday,1,2,3,16088.0,13450.0,15388.0,12373.42857142857,2202.9272841035017,12702.857142857143,1842.699017834896,11.518207282913163,16453.176,11.521831779586835
B02682,2/15/2015,1261,14517,2015-02-15,6,Sunday,1,2,3,16448.0,10356.0,12436.0,12801.714285714286,2685.655023408986,12778.57142857143,1978.302719088176,11.51229183187946,14515.451,11.51106357801348
B02682,2/16/2015,1164,11323,2015-02-16,0,Monday,0,2,3,14517.0,10209.0,11981.0,13396.142857142857,2508.775493381282,12927.214285714286,2028.1350728258703,9.72766323024055,11327.176,9.731250671176976
B02682,2/17/2015,1314,11887,2015-02-17,1,Tuesday,0,2,3,11323.0,10536.0,11955.0,13555.285714285714,2299.510217001711,12880.214285714286,2059.136681628104,9.04642313546423,11882.508,9.043004423515981
B02682,2/18/2015,1314,11724,2015-02-18,2,Wednesday,0,2,3,11887.0,12189.0,11309.0,13748.285714285714,2046.6570885459196,12875.357142857143,2061.5657457805823,8.922374429223744,11726.316,8.924137295471843
B02682,2/19/2015,1428,14591,2015-02-19,3,Thursday,0,2,3,11724.0,13786.0,13782.0,13681.857142857143,2112.1988091853077,12905.0,2040.1836267280587,10.217787114845938,14492.459,10.148780801383053
B02682,2/20/2015,1497,16342,2015-02-20,4,Friday,0,2,3,14591.0,16088.0,14375.0,13796.857142857143,2140.538205574437,12962.785714285714,2078.040096547025,10.916499665998664,15935.479,10.644942228206412
B02682,2/21/2015,1374,16149,2015-02-21,5,Saturday,1,2,3,16342.0,16448.0,13450.0,13833.142857142857,2187.488013572607,13103.285714285714,2240.9756607531326,11.753275109170303,15247.196,11.096940530613173
B02682,2/22/2015,1220,10970,2015-02-22,6,Sunday,1,2,3,16149.0,14517.0,10356.0,13790.42857142857,2130.084807164801,13296.07142857143,2384.589481337516,8.991803278688524,11531.357,9.451932313012295
B02682,2/23/2015,1262,11714,2015-02-23,0,Monday,0,2,3,10970.0,11323.0,10209.0,13283.714285714286,2339.9844525328062,13339.92857142857,2331.409790210665,9.282091917591126,11765.384,9.322808073742076
B02682,2/24/2015,1346,12497,2015-02-24,1,Tuesday,0,2,3,11714.0,11887.0,10536.0,13339.57142857143,2289.502337273533,13447.42857142857,2207.335209086911,9.284546805349184,12553.94,9.326850244938708
B02682,2/25/2015,1395,12693,2015-02-25,2,Wednesday,0,2,3,12497.0,11724.0,12189.0,13426.714285714286,2235.9834312360017,13587.5,2066.071923314318,9.098924731182796,12916.425,9.259085881496416
B02682,2/26/2015,1465,13814,2015-02-26,3,Thursday,0,2,3,12693.0,14591.0,13786.0,13565.142857142857,2140.9769910464934,13623.5,2044.103630896973,9.429351535836178,14087.445,9.616003626279863
B02682,2/27/2015,1510,14975,2015-02-27,4,Friday,0,2,3,13814.0,16342.0,16088.0,13454.142857142857,2098.6501557407078,13625.5,2044.288544664424,9.917218543046358,15496.455,10.26255303187086
B02682,2/28/2015,1386,14472,2015-02-28,5,Saturday,1,2,3,14975.0,16149.0,16448.0,13258.857142857143,1831.771767858602,13546.0,1961.107693273222,10.441558441558442,15510.1455,11.190581174467892
B02764,1/8/2015,3831,33802,2015-01-08,3,Thursday,0,1,4,29949.0,29421.0,,25105.85714285714,4637.816958748711,,,8.823283737927435,33805.746,8.824261574980422
B02764,1/9/2015,3820,33517,2015-01-09,4,Friday,0,1,4,33802.0,19974.0,,25731.714285714286,5527.456308112733,,,8.774083769633508,33517.98,8.77434043684555
B02764,1/10/2015,3558,38864,2015-01-10,5,Saturday,1,1,4,33517.0,29729.0,,27666.42857142857,5546.383261704358,,,10.922990444069702,38861.41,10.92226255094154
B02764,1/11/2015,3186,27681,2015-01-11,6,Sunday,1,1,4,38864.0,20441.0,,28971.42857142857,6997.43326411294,,,8.688323917137476,27680.754,8.688246674905837
B02764,1/12/2015,3499,26852,2015-01-12,0,Monday,0,1,4,27681.0,20926.0,,30005.714285714286,5988.783953199115,,,7.674192626464704,26850.0,7.673621034581309
B02764,1/13/2015,3658,29983,2015-01-13,1,Tuesday,0,1,4,26852.0,25301.0,,30852.285714285717,4790.28738575205,,,8.196555494805905,29982.262,8.196353668329689
B02764,1/14/2015,3736,29550,2015-01-14,2,Wednesday,0,1,4,29983.0,29949.0,,31521.14285714286,4173.096669084457,,,7.909528907922912,29549.518,7.909399780012045
B02764,1/15/2015,3840,31214,2015-01-15,3,Thursday,0,1,4,29550.0,33802.0,29421.0,31464.14285714286,4200.782523473905,28285.0,5381.112338541167,8.128645833333334,31216.207,8.129220581054687
B02764,1/16/2015,3975,34822,2015-01-16,4,Friday,0,1,4,31214.0,33517.0,19974.0,31094.42857142857,4072.665337635899,28413.071428571428,5431.331632500247,8.760251572327045,34822.49,8.76037441037736
B02764,1/17/2015,3657,36318,2015-01-17,5,Saturday,1,1,4,34822.0,38864.0,29729.0,31280.85714285714,4228.913667778498,29473.64285714286,5096.007465988113,9.931091058244462,36319.117,9.93139655113481
B02764,1/18/2015,3290,35182,2015-01-18,6,Sunday,1,1,4,36318.0,27681.0,20441.0,30917.14285714286,3517.693393336576,29944.285714285717,5415.645063198792,10.693617021276596,35180.035,10.693019804331307
B02764,1/19/2015,2958,22750,2015-01-19,0,Monday,0,1,4,35182.0,26852.0,20926.0,31988.714285714286,3510.0695488971746,30997.214285714286,4826.845923160802,7.691007437457742,22748.883,7.690629754056795
B02764,1/20/2015,3654,26137,2015-01-20,1,Tuesday,0,1,4,22750.0,29983.0,25301.0,31402.714285714286,4663.4709074638695,31127.5,4550.818062553318,7.152983032293377,26138.42,7.1533716261289
B02764,1/21/2015,3718,27344,2015-01-21,2,Wednesday,0,1,4,26137.0,29550.0,29949.0,30853.285714285717,5067.655957616094,31187.214285714286,4473.308467214969,7.35449166218397,27343.521,7.35436295975659
B02764,1/22/2015,3889,30091,2015-01-22,3,Thursday,0,1,4,27344.0,31214.0,33802.0,30538.14285714286,5228.258933544747,31001.14285714286,4581.641943790336,7.737464643867318,30092.223,7.737779032206222
B02764,1/23/2015,4040,33756,2015-01-23,4,Friday,0,1,4,30091.0,34822.0,33517.0,30377.714285714286,5221.288816447706,30736.071428571428,4513.983716685904,8.355445544554456,33750.883,8.354178913985148
B02764,1/24/2015,3652,39187,2015-01-24,5,Saturday,1,1,4,33756.0,36318.0,38864.0,30225.42857142857,5083.796870356604,30753.14285714286,4525.746531825403,10.7302847754655,39189.03,10.73084097754655
B02764,1/25/2015,3300,28066,2015-01-25,6,Sunday,1,1,4,39187.0,35182.0,27681.0,30635.285714285717,5731.2651225328855,30776.214285714286,4570.87310593386,8.504848484848484,28067.076,8.505174597537879
B02764,1/26/2015,3012,19940,2015-01-26,0,Monday,0,1,4,28066.0,22750.0,26852.0,29618.714285714286,5412.625601753912,30803.714285714286,4551.937667353599,6.620185922974768,19939.33,6.619963505353586
B02764,1/27/2015,1619,11998,2015-01-27,1,Tuesday,0,1,4,19940.0,26137.0,29983.0,29217.285714285717,6071.097586496357,30310.0,5323.051929687877,7.410747374922792,12004.424,7.414715150169858
B02764,1/28/2015,3692,28137,2015-01-28,2,Wednesday,0,1,4,11998.0,27344.0,29550.0,27197.42857142857,8940.60247517177,29025.35714285714,7234.913094019995,7.621072589382448,28131.393,7.6195537860576925
B02764,1/29/2015,3959,31637,2015-01-29,3,Thursday,0,1,4,28137.0,30091.0,31214.0,27310.714285714286,8947.790336432894,28924.42857142857,7236.886779806373,7.991159383682748,31637.654,7.991324651900732
B02764,1/30/2015,4124,39110,2015-01-30,4,Friday,0,1,4,31637.0,33756.0,34822.0,27531.571428571428,9046.389940323208,28954.64285714286,7248.055544097993,9.483511154219205,39109.49,9.483387071108147
B02764,1/31/2015,3947,44297,2015-01-31,5,Saturday,1,1,4,39110.0,39187.0,36318.0,28296.42857142857,9850.926163854558,29260.92857142857,7597.256918573517,11.222954142386625,44296.61,11.222855174816317
B02764,2/1/2015,3740,37468,2015-02-01,6,Sunday,1,2,4,44297.0,28066.0,35182.0,29026.42857142857,10923.429846849736,29830.85714285714,8421.91185911117,10.018181818181818,37468.05,10.01819539605615
B02764,2/2/2015,3270,30761,2015-02-02,0,Monday,0,2,4,37468.0,19940.0,22750.0,30369.571428571428,11355.155904656158,29994.14285714286,8554.754601139315,9.40703363914373,30762.572,9.407514454319571
B02764,2/3/2015,3674,31641,2015-02-03,1,Tuesday,0,2,4,30761.0,11998.0,26137.0,31915.42857142857,10394.605409492351,30566.35714285714,8296.969776853593,8.61213935764834,31639.123,8.611628483090637
B02764,2/4/2015,3856,29994,2015-02-04,2,Wednesday,0,2,4,31641.0,28137.0,27344.0,34721.57142857143,5723.303470815404,30959.5,8200.78791477239,7.778526970954357,29996.656,7.779215832468879
B02764,2/5/2015,4093,35990,2015-02-05,3,Thursday,0,2,4,29994.0,31637.0,30091.0,34986.857142857145,5401.202502794216,31148.785714285717,8141.284789728983,8.793061324212069,35989.758,8.79300215306621
B02764,2/6/2015,4170,38693,2015-02-06,4,Friday,0,2,4,35990.0,39110.0,33756.0,35608.71428571428,5198.008263244868,31570.14285714286,8234.44731560088,9.278896882494005,38692.88,9.27886784322542
B02764,2/7/2015,3849,38530,2015-02-07,5,Saturday,1,2,4,38693.0,44297.0,39187.0,35549.142857142855,5153.392327020184,31922.785714285717,8438.445529275483,10.010392309690827,38533.71,10.01135643998441
B02764,2/8/2015,3422,29692,2015-02-08,6,Sunday,1,2,4,38530.0,37468.0,28066.0,34725.28571428572,3806.880512715795,31875.85714285714,8396.663062991543,8.676797194623028,29689.148,8.675963891729982
B02764,2/9/2015,3543,28266,2015-02-09,0,Monday,0,2,4,29692.0,30761.0,19940.0,33614.42857142857,4002.655237761678,31992.0,8351.032778138187,7.977984758679086,28266.049,7.977998540255434
B02764,2/10/2015,3700,29124,2015-02-10,1,Tuesday,0,2,4,28266.0,31641.0,11998.0,33258.0,4391.314116146408,32586.714285714286,7697.639552571853,7.871351351351351,29125.158,7.871664379222973
B02764,2/11/2015,3849,31889,2015-02-11,2,Wednesday,0,2,4,29124.0,29994.0,28137.0,32898.42857142857,4641.696236547691,33810.0,5094.814513117904,8.285009093270979,31884.816,8.283922163224213
B02764,2/12/2015,4137,36844,2015-02-12,3,Thursday,0,2,4,31889.0,35990.0,31637.0,33169.142857142855,4497.078697279363,34078.0,4867.036138064999,8.905970510031423,36847.46,8.90680709149142
B02764,2/13/2015,4395,43561,2015-02-13,4,Friday,0,2,4,36844.0,38693.0,39110.0,33291.142857142855,4596.836826506228,34449.92857142857,4865.104733860151,9.911490329920364,43559.41,9.9111285907281
B02764,2/14/2015,4129,45858,2015-02-14,5,Saturday,1,2,4,43561.0,38530.0,44297.0,33986.57142857143,5769.026661322312,34767.857142857145,5317.463462058722,11.10632114313393,45854.996,11.105593628905304
B02764,2/15/2015,3651,41209,2015-02-15,6,Sunday,1,2,4,45858.0,29692.0,37468.0,35033.42857142857,7214.646164969863,34879.357142857145,5544.179784063811,11.287044645302656,41210.625,11.287489728841413
B02764,2/16/2015,3524,33448,2015-02-16,0,Monday,0,2,4,41209.0,28266.0,30761.0,36678.71428571428,7105.922218222535,35146.57142857143,5764.324908291646,9.491486946651532,33447.723,9.491408245246879
B02764,2/17/2015,3826,32473,2015-02-17,1,Tuesday,0,2,4,33448.0,29124.0,31641.0,37419.0,6308.623410327601,35338.5,5650.683672046977,8.487454260324098,32474.611,8.487875412473864
B02764,2/18/2015,3842,32317,2015-02-18,2,Wednesday,0,2,4,32473.0,31889.0,29994.0,37897.42857142857,5669.303450958305,35397.92857142857,5613.05536521482,8.41150442477876,32315.25,8.411048932847475
B02764,2/19/2015,4110,39110,2015-02-19,3,Thursday,0,2,4,32317.0,36844.0,35990.0,37958.57142857143,5595.5310995216905,35563.857142857145,5473.624180589083,9.51581508515815,39388.39,9.583550030413626
B02764,2/20/2015,4384,44755,2015-02-20,4,Friday,0,2,4,39110.0,43561.0,38693.0,38282.28571428572,5585.842094506614,35786.71428571428,5555.215974871936,10.208713503649635,42758.82,9.753380545734489
B02764,2/21/2015,3981,44194,2015-02-21,5,Saturday,1,2,4,44755.0,45858.0,38530.0,38452.857142857145,5788.45596650701,36219.71428571428,6016.28766738286,11.101230846520975,42917.734,10.78064164154735
B02764,2/22/2015,3478,30157,2015-02-22,6,Sunday,1,2,4,44194.0,41209.0,29692.0,38215.142857142855,5458.424053044731,36624.28571428572,6363.989102497197,8.670787809085681,29633.293,8.52021074432145
B02764,2/23/2015,3734,31173,2015-02-23,0,Monday,0,2,4,30157.0,33448.0,28266.0,36636.28571428572,6017.852820685187,36657.5,6326.126530872993,8.34841992501339,31357.715,8.397888281668452
B02764,2/24/2015,3965,34686,2015-02-24,1,Tuesday,0,2,4,31173.0,32473.0,29124.0,36311.28571428572,6274.688112150435,36865.142857142855,6072.113114092114,8.748045397225725,34537.82,8.710673470996216
B02764,2/25/2015,3934,31957,2015-02-25,2,Wednesday,0,2,4,34686.0,32317.0,31889.0,36627.42857142857,6102.455212375402,37262.42857142857,5697.036459211241,8.123284189120488,32372.248,8.228837836012964
B02764,2/26/2015,4101,36091,2015-02-26,3,Thursday,0,2,4,31957.0,39110.0,36844.0,36576.0,6146.196005118404,37267.28571428572,5692.129686999947,8.800536454523288,39624.754,9.662217485064618
B02764,2/27/2015,4253,38780,2015-02-27,4,Friday,0,2,4,36091.0,44755.0,43561.0,36144.71428571428,6043.817356447439,37213.5,5699.989213889906,9.118269456853984,40573.72,9.540023218904302
B02764,2/28/2015,3952,39812,2015-02-28,5,Saturday,1,2,4,38780.0,44194.0,45858.0,35291.142857142855,4947.625539204692,36872.0,5427.131669109006,10.073886639676113,42881.55,10.850594833312247
B02765,1/8/2015,262,1911,2015-01-08,3,Thursday,0,1,5,1704.0,1765.0,,1356.857142857143,322.8009854236448,,,7.293893129770993,1912.6924,7.30035260615458
B02765,1/9/2015,280,2039,2015-01-09,4,Friday,0,1,5,1911.0,1001.0,,1377.7142857142858,356.52289046928166,,,7.2821428571428575,2035.4563,7.269486781529018
B02765,1/10/2015,245,2202,2015-01-10,5,Saturday,1,1,5,2039.0,1526.0,,1526.0,388.1829465599951,,,8.987755102040817,2202.0376,8.987908561862245
B02765,1/11/2015,220,1672,2015-01-11,6,Sunday,1,1,5,2202.0,993.0,,1622.571428571429,464.7238811534067,,,7.6,1670.7546,7.594339266690341
B02765,1/12/2015,279,1711,2015-01-12,0,Monday,0,1,5,1672.0,1133.0,,1719.571428571429,373.2804384297223,,,6.132616487455197,1710.7582,6.131749744483647
B02765,1/13/2015,258,1697,2015-01-13,1,Tuesday,0,1,5,1711.0,1376.0,,1802.142857142857,272.12462131128353,,,6.577519379844961,1701.0184,6.593094700066618
B02765,1/14/2015,271,1600,2015-01-14,2,Wednesday,0,1,5,1697.0,1704.0,,1848.0,207.7851454427544,,,5.904059040590406,1602.0383,5.9115805537938195
B02765,1/15/2015,270,1797,2015-01-15,3,Thursday,0,1,5,1600.0,1911.0,1765.0,1833.142857142857,222.9614529998615,1595.0,363.4706632961223,6.655555555555556,1796.6578,6.654288284866898
B02765,1/16/2015,290,2082,2015-01-16,4,Friday,0,1,5,1797.0,2039.0,1001.0,1816.857142857143,220.4763241797392,1597.2857142857142,364.7204258209142,7.179310344827586,2083.1519,7.183282260237069
B02765,1/17/2015,252,2160,2015-01-17,5,Saturday,1,1,5,2082.0,2202.0,1526.0,1823.0,228.16222299057296,1674.5,342.5240586721329,8.571428571428571,2160.7646,8.574462890625
B02765,1/18/2015,248,2287,2015-01-18,6,Sunday,1,1,5,2160.0,1672.0,993.0,1817.0,216.80405900259325,1719.7857142857142,362.6974111954924,9.221774193548388,2285.1885,9.214469663558468
B02765,1/19/2015,238,1568,2015-01-19,0,Monday,0,1,5,2287.0,1711.0,1133.0,1904.857142857143,267.04146280520325,1812.2142857142856,326.290851511684,6.588235294117647,1567.8561,6.587630584460347
B02765,1/20/2015,272,1608,2015-01-20,1,Tuesday,0,1,5,1568.0,1697.0,1376.0,1884.4285714285716,288.9168606726722,1843.2857142857144,272.99575329788803,5.911764705882353,1608.3276,5.912969252642463
B02765,1/21/2015,296,1774,2015-01-21,2,Wednesday,0,1,5,1608.0,1600.0,1704.0,1871.7142857142856,300.2747154888414,1859.857142857143,248.3802473079276,5.993243243243243,1773.371,5.991118147566512
B02765,1/22/2015,295,2038,2015-01-22,3,Thursday,0,1,5,1774.0,1797.0,1911.0,1896.571428571429,280.58977003379675,1864.857142857143,245.6914441210473,6.908474576271186,2034.3973,6.896262165651483
